County Name,State Name,HISP,SEX,POP,state,county
Rockingham, North Carolina,0,2,47085,37,157
Rockingham, North Carolina,1,2,44401,37,157
Rockingham, North Carolina,2,2,2684,37,157
Stanly, North Carolina,0,2,31451,37,167
Stanly, North Carolina,1,2,30152,37,167
Stanly, North Carolina,2,2,1299,37,167
Guilford, North Carolina,0,2,282962,37,081
Guilford, North Carolina,1,2,260481,37,081
Guilford, North Carolina,2,2,22481,37,081
Swain, North Carolina,0,2,7430,37,173
Swain, North Carolina,1,2,7036,37,173
Swain, North Carolina,2,2,394,37,173
Wake, North Carolina,0,2,570996,37,183
Wake, North Carolina,1,2,513363,37,183
Wake, North Carolina,2,2,57633,37,183
Caswell, North Carolina,0,1,11487,37,033
Caswell, North Carolina,1,1,10887,37,033
Caswell, North Carolina,2,1,600,37,033
Duplin, North Carolina,0,1,28691,37,061
Duplin, North Carolina,1,1,21443,37,061
Duplin, North Carolina,2,1,7248,37,061
Hertford, North Carolina,0,1,11781,37,091
Hertford, North Carolina,1,1,11136,37,091
Hertford, North Carolina,2,1,645,37,091
Lenoir, North Carolina,0,2,29212,37,107
Lenoir, North Carolina,1,2,27273,37,107
Lenoir, North Carolina,2,2,1939,37,107
Bladen, North Carolina,0,2,17189,37,017
Bladen, North Carolina,1,2,15995,37,017
Bladen, North Carolina,2,2,1194,37,017
Gaston, North Carolina,0,2,116157,37,071
Gaston, North Carolina,1,2,107757,37,071
Gaston, North Carolina,2,2,8400,37,071
Martin, North Carolina,0,2,11896,37,117
Martin, North Carolina,1,2,11492,37,117
Martin, North Carolina,2,2,404,37,117
Madison, North Carolina,0,2,11033,37,115
Madison, North Carolina,1,2,10803,37,115
Madison, North Carolina,2,2,230,37,115
Perquimans, North Carolina,0,2,7018,37,143
Perquimans, North Carolina,1,2,6840,37,143
Perquimans, North Carolina,2,2,178,37,143
Randolph, North Carolina,0,2,72812,37,151
Randolph, North Carolina,1,2,64686,37,151
Randolph, North Carolina,2,2,8126,37,151
Stokes, North Carolina,0,2,23270,37,169
Stokes, North Carolina,1,2,22491,37,169
Stokes, North Carolina,2,2,779,37,169
Robeson, North Carolina,0,2,67702,37,155
Robeson, North Carolina,1,2,62009,37,155
Robeson, North Carolina,2,2,5693,37,155
Transylvania, North Carolina,0,2,17822,37,175
Transylvania, North Carolina,1,2,17290,37,175
Transylvania, North Carolina,2,2,532,37,175
Beaufort, North Carolina,0,2,24672,37,013
Beaufort, North Carolina,1,2,22753,37,013
Beaufort, North Carolina,2,2,1919,37,013
Orange, North Carolina,0,2,77617,37,135
Orange, North Carolina,1,2,71356,37,135
Orange, North Carolina,2,2,6261,37,135
Rutherford, North Carolina,0,2,34676,37,161
Rutherford, North Carolina,1,2,33063,37,161
Rutherford, North Carolina,2,2,1613,37,161
Davie, North Carolina,0,1,20922,37,059
Davie, North Carolina,1,1,19312,37,059
Davie, North Carolina,2,1,1610,37,059
Lee, North Carolina,0,1,30141,37,105
Lee, North Carolina,1,1,23974,37,105
Lee, North Carolina,2,1,6167,37,105
New Hanover, North Carolina,0,1,111563,37,129
New Hanover, North Carolina,1,1,104737,37,129
New Hanover, North Carolina,2,1,6826,37,129
Pender, North Carolina,0,1,31400,37,141
Pender, North Carolina,1,1,28920,37,141
Pender, North Carolina,2,1,2480,37,141
Pasquotank, North Carolina,0,2,20337,37,139
Pasquotank, North Carolina,1,2,19173,37,139
Pasquotank, North Carolina,2,2,1164,37,139
Yancey, North Carolina,0,2,9179,37,199
Yancey, North Carolina,1,2,8729,37,199
Yancey, North Carolina,2,2,450,37,199
Davidson, North Carolina,0,1,81991,37,057
Davidson, North Carolina,1,1,75533,37,057
Davidson, North Carolina,2,1,6458,37,057
Durham, North Carolina,0,1,153424,37,063
Durham, North Carolina,1,1,130467,37,063
Durham, North Carolina,2,1,22957,37,063
Tyrrell, North Carolina,0,1,2267,37,177
Tyrrell, North Carolina,1,1,2098,37,177
Tyrrell, North Carolina,2,1,169,37,177
Wayne, North Carolina,0,1,59972,37,191
Wayne, North Carolina,1,1,52069,37,191
Wayne, North Carolina,2,1,7903,37,191
Franklin, North Carolina,0,2,35169,37,069
Franklin, North Carolina,1,2,32380,37,069
Franklin, North Carolina,2,2,2789,37,069
Person, North Carolina,0,2,20397,37,145
Person, North Carolina,1,2,19581,37,145
Person, North Carolina,2,2,816,37,145
Montgomery, North Carolina,0,2,13876,37,123
Montgomery, North Carolina,1,2,11851,37,123
Montgomery, North Carolina,2,2,2025,37,123
Richmond, North Carolina,0,2,22859,37,153
Richmond, North Carolina,1,2,21498,37,153
Richmond, North Carolina,2,2,1361,37,153
Sampson, North Carolina,0,2,32286,37,163
Scotland, North Carolina,0,1,17261,37,165
Scotland, North Carolina,1,1,16597,37,165
Scotland, North Carolina,2,1,664,37,165
Halifax, North Carolina,0,1,24099,37,083
Halifax, North Carolina,1,1,23268,37,083
Halifax, North Carolina,2,1,831,37,083
Surry, North Carolina,0,2,36828,37,171
Surry, North Carolina,1,2,32970,37,171
Surry, North Carolina,2,2,3858,37,171
Anson, North Carolina,0,2,11914,37,007
Anson, North Carolina,1,2,11564,37,007
Anson, North Carolina,2,2,350,37,007
McDowell, North Carolina,0,2,22958,37,111
McDowell, North Carolina,1,2,21638,37,111
McDowell, North Carolina,2,2,1320,37,111
Lincoln, North Carolina,0,2,43360,37,109
Lincoln, North Carolina,1,2,40221,37,109
Lincoln, North Carolina,2,2,3139,37,109
Johnston, North Carolina,0,2,106762,37,101
Johnston, North Carolina,1,2,92521,37,101
Johnston, North Carolina,2,2,14241,37,101
Macon, North Carolina,0,2,18460,37,113
Macon, North Carolina,1,2,17156,37,113
Macon, North Carolina,2,2,1304,37,113
Columbus, North Carolina,0,2,27960,37,047
Columbus, North Carolina,1,2,26543,37,047
Columbus, North Carolina,2,2,1417,37,047
Yadkin, North Carolina,0,2,19013,37,197
Yadkin, North Carolina,1,2,16950,37,197
Yadkin, North Carolina,2,2,2063,37,197
Avery, North Carolina,0,2,8044,37,011
Avery, North Carolina,1,2,7673,37,011
Avery, North Carolina,2,2,371,37,011
Watauga, North Carolina,0,1,27992,37,189
Watauga, North Carolina,1,1,26698,37,189
Watauga, North Carolina,2,1,1294,37,189
Alamance, North Carolina,0,1,80533,37,001
Alamance, North Carolina,1,1,69293,37,001
Alamance, North Carolina,2,1,11240,37,001
Burke, North Carolina,0,2,45208,37,023
Burke, North Carolina,1,2,42512,37,023
Burke, North Carolina,2,2,2696,37,023
Ashe, North Carolina,0,2,13872,37,009
Ashe, North Carolina,1,2,13311,37,009
Ashe, North Carolina,2,2,561,37,009
Sampson, North Carolina,1,2,26169,37,163
Sampson, North Carolina,2,2,6117,37,163
Buncombe, North Carolina,0,2,135971,37,021
Buncombe, North Carolina,1,2,127234,37,021
Buncombe, North Carolina,2,2,8737,37,021
Jones, North Carolina,0,2,4845,37,103
Jones, North Carolina,1,2,4643,37,103
Jones, North Carolina,2,2,202,37,103
Brunswick, North Carolina,0,2,74655,37,019
Brunswick, North Carolina,1,2,71232,37,019
Brunswick, North Carolina,2,2,3423,37,019
Onslow, North Carolina,0,2,89206,37,133
Onslow, North Carolina,1,2,78343,37,133
Onslow, North Carolina,2,2,10863,37,133
Cabarrus, North Carolina,0,2,110872,37,025
Cabarrus, North Carolina,1,2,98926,37,025
Cabarrus, North Carolina,2,2,11946,37,025
Hertford, North Carolina,0,2,11896,37,091
Hertford, North Carolina,1,2,11559,37,091
Hertford, North Carolina,2,2,337,37,091
Duplin, North Carolina,0,2,30050,37,061
Durham, North Carolina,0,2,168064,37,063
Durham, North Carolina,1,2,147093,37,063
Durham, North Carolina,2,2,20971,37,063
Caswell, North Carolina,0,2,11117,37,033
Caswell, North Carolina,1,2,10682,37,033
Caswell, North Carolina,2,2,435,37,033
Duplin, North Carolina,1,2,23781,37,061
Duplin, North Carolina,2,2,6269,37,061
Davie, North Carolina,0,2,21924,37,059
Davie, North Carolina,1,2,20427,37,059
Davie, North Carolina,2,2,1497,37,059
Davidson, North Carolina,0,2,85618,37,057
Davidson, North Carolina,1,2,79626,37,057
Davidson, North Carolina,2,2,5992,37,057
Pender, North Carolina,0,2,31660,37,141
Pender, North Carolina,1,2,29398,37,141
Lee, North Carolina,0,2,31638,37,105
Lee, North Carolina,1,2,25700,37,105
Lee, North Carolina,2,2,5938,37,105
New Hanover, North Carolina,0,2,122910,37,129
New Hanover, North Carolina,1,2,116126,37,129
New Hanover, North Carolina,2,2,6784,37,129
Pender, North Carolina,2,2,2262,37,141
Halifax, North Carolina,0,2,25911,37,083
Halifax, North Carolina,1,2,25184,37,083
Halifax, North Carolina,2,2,727,37,083
Wayne, North Carolina,0,2,63159,37,191
Wayne, North Carolina,1,2,55735,37,191
Wayne, North Carolina,2,2,7424,37,191
Watauga, North Carolina,0,2,28185,37,189
Watauga, North Carolina,1,2,27218,37,189
Watauga, North Carolina,2,2,967,37,189
Tyrrell, North Carolina,0,2,1749,37,177
Tyrrell, North Carolina,1,2,1542,37,177
Tyrrell, North Carolina,2,2,207,37,177
Scotland, North Carolina,0,2,17562,37,165
Scotland, North Carolina,1,2,17076,37,165
Scotland, North Carolina,2,2,486,37,165
Alamance, North Carolina,0,2,88976,37,001
Alamance, North Carolina,1,2,78086,37,001
Alamance, North Carolina,2,2,10890,37,001
